year,household_id,broad_income,taxable_income,mtr,mtr_prime
2023,55050,14.0,0.0,0.0,-0.014984375573844322
2023,85159,190004.0,168862.72,0.40249997,0.40263106626691086
2023,56282,21386.0,0.0,0.049878895,0.051053410126863916
2023,64985,365300.0,315324.0,0.3255,0.3142483746571107
2023,65136,0.0,0.0,0.0765,0.092071246878176
2023,48718,118185.0,97295.0,0.34149998,0.3148094735298089
2023,41399,100147.0,56794.203,0.2605,0.25694052670274525
2023,23593,100077.0,63011.0,0.26450002,0.26750741272730677
2023,1832,67010.0,41153.4,0.21239841,0.22525938069491355
2023,12119,42026.0,33489.78,0.0,0.017790371952222245
2023,77400,56300.0,41484.0,0.20230079,0.17418473467609916
2023,11904,110600.0,76600.0,0.35285938,0.31450652359263237
2023,17323,34530.0,19242.078,0.22799999,0.2599419057655108
2023,48387,20000.0,5956.0,0.17650002,0.18480787271083624
2023,18135,67253.0,65400.344,0.0,-0.01871216341391384
2023,12744,1000.0,0.0,0.6445,0.6832788165542008
2023,13083,82170.0,50695.6,0.22720313,0.23009499657936736
2023,8964,174000.0,140300.0,0.3879844,0.4174668246287563
2023,19137,101213.0,73508.84,0.24650002,0.2481879772940418
2023,61087,6657.0,0.0,0.0,0.05151869812204968
2023,78380,4565.0,0.0,0.0,0.043883521061080115
2023,8144,80800.0,52140.0,0.28741795,0.28119384453402535
2023,19775,110169.0,54936.785,0.2765156,0.3008048768393496
2023,206,5026.0,0.0,0.0,0.01613439873962869
2023,15078,0.0,0.0,0.0,0.03421578893830872
2023,19844,25000.0,15049.074,0.0,-0.024123086514502613
2023,29807,33800.0,4600.0,0.26950002,0.2866513036660987
2023,46787,44000.0,30150.0,0.1965,0.2229606155090998
2023,28651,270000.0,236610.0,0.3255,0.2815315242835139
2023,45964,0.0,0.0,0.0,-0.02958146281664438
2023,62246,20552.0,0.0,0.0765,0.025519194125486006
2023,36213,236109.0,206006.12,0.374,0.3672648420134893
2023,16576,123001.0,75300.68,0.47778904,0.49572760077508704
2023,39274,93200.0,78366.0,0.34467185,0.3822307717384969
2023,83317,80020.0,56863.6,0.38950002,0.39135239144500367
2023,11253,465025.0,378533.72,0.45846874,0.4991841238573304
2023,65293,40000.0,10488.0,0.17650002,0.14199748595597414
2023,63596,110751.0,65384.68,0.34558594,0.3030013812844927
2023,6450,368326.0,312051.7,0.3905,0.38911131658749054
2023,78792,3243.0,0.0,0.083500266,0.09310190229861696
2023,42656,339001.0,302340.7,0.38300002,0.38218264751011105
2023,29330,138465.0,94791.2,0.3628984,0.3112123568656108
2023,15929,71150.0,38052.0,0.23293751,0.23070951379413218
2023,52235,0.0,0.0,0.0765,0.043888261056867196
